Verein;Name;Pos;Spec;PosSpec;Age;Age group;cm;kg;BMI;BMI Zone;Apps;Rt;Tackle;I;F;OW;Clr;Drb;BS;OG;G;A;SpG;KP;Drb;F;Off;Dis;Trn;A;KP;Avg P;PS%;C;LB;TB
Hannover;Mame Biram Diouf;FW;;FW;25;bis 26;185;79;23.082542;normal;24(4);7.11;1.1;0.4;1.9;-;0.3;0.6;0.1;-;12;7;2.1;0.9;0.4;2;0.6;1.5;1.5;7;0.9;16.9;63.7;-;0.6;-
Mainz;Elkin Soto;M;L;M(L);32;bis 35;179;76;23.71960925;normal;24(4);7.07;3.3;2.6;1.1;-;0.5;1.9;0.1;-;1;2;0.8;0.9;1.5;0.8;-;1.6;1.1;2;0.9;34.7;84.7;0.1;2.3;0.1
Schalke;Julian Draxler;AM;C;AM(C);19;bis 20;185;70;20.45288532;normal;24(6);7.41;1.5;0.9;0.8;-;0.2;1.3;0.1;-;10;3;2;1.5;2.6;0.4;0.1;1.6;1.2;3;1.5;28.2;81.7;0.6;2;0.2
Schalke;Julian Draxler;AM;L;AM(L);19;bis 20;185;70;20.45288532;normal;24(6);7.41;1.5;0.9;0.8;-;0.2;1.3;0.1;-;10;3;2;1.5;2.6;0.4;0.1;1.6;1.2;3;1.5;28.2;81.7;0.6;2;0.2
Bayern;Jerome Boateng;D;C;D(C);24;bis 26;192;90;24.4140625;normal;25(1);7.18;1.3;2.9;0.7;0.4;3;0.5;0.5;-;2;2;0.3;0.3;0.2;1;-;0.1;0.2;2;0.3;66.6;88.4;0.1;7.2;0.1
Bayern;Jerome Boateng;D;R;D(R);24;bis 26;192;90;24.4140625;normal;25(1);7.18;1.3;2.9;0.7;0.4;3;0.5;0.5;-;2;2;0.3;0.3;0.2;1;-;0.1;0.2;2;0.3;66.6;88.4;0.1;7.2;0.1
Fürth;Edgar Prib;AM;C;AM(C);23;bis 26;180;77;23.7654321;normal;25(2);6.87;2.7;1.3;2.4;0.1;0.9;1.4;0.1;-;3;5;1.7;1.1;1;1.3;0.1;1.9;1.2;5;1.1;29.4;77;0.6;2.4;-
Schalke;Jefferson Farfán;AM;C;AM(C);28;bis 30;178;84;26.51180407;overweight;25(2);7.72;1.9;1;1.6;-;0.1;0.5;-;-;6;6;1.9;3.1;2.8;1.8;0.3;2.6;0.9;6;3.1;37.8;82.5;2.6;0.9;0.2
Stuttgart;Georg Niedermeier;D;C;D(C);27;bis 30;190;80;22.16066482;normal;25(2);7.12;2.5;2.5;1.8;0.9;5.5;0.8;0.7;-;1;1;0.4;0.1;0.1;1.3;-;0.1;0.2;1;0.1;35.1;82.6;-;5;-
Frankfurt;Pirmin Schwegler;DM;C;DM(C);26;bis 30;178;69;21.77755334;normal;25(2);7.33;3.6;2.7;2.2;-;1.3;1.2;0.2;-;2;2;1.1;0.9;1;2.8;-;1.1;0.5;2;0.9;55.8;79.6;0.2;4;0.1
Schalke;Jefferson Farfán;FW;;FW;28;bis 30;178;84;26.51180407;overweight;25(2);7.72;1.9;1;1.6;-;0.1;0.5;-;-;6;6;1.9;3.1;2.8;1.8;0.3;2.6;0.9;6;3.1;37.8;82.5;2.6;0.9;0.2
Fürth;Edgar Prib;AM;L;AM(L);23;bis 26;180;77;23.7654321;normal;25(2);6.87;2.7;1.3;2.4;0.1;0.9;1.4;0.1;-;3;5;1.7;1.1;1;1.3;0.1;1.9;1.2;5;1.1;29.4;77;0.6;2.4;-
Schalke;Jefferson Farfán;AM;R;AM(R);28;bis 30;178;84;26.51180407;overweight;25(2);7.72;1.9;1;1.6;-;0.1;0.5;-;-;6;6;1.9;3.1;2.8;1.8;0.3;2.6;0.9;6;3.1;37.8;82.5;2.6;0.9;0.2
Bayern;Thomas Müller;AM;C;AM(C);23;bis 26;186;74;21.38975604;normal;25(3);7.65;1.1;0.5;1.3;-;0.3;0.9;-;-;13;11;2.5;2;1.6;1.5;0.8;1.8;1.3;11;2;30.7;77.6;1;0.6;0.2
Bayern;Thomas Müller;AM;C;AM(C);23;bis 26;186;74;21.38975604;normal;25(3);7.65;1.1;0.5;1.3;-;0.3;0.9;-;-;13;11;2.5;2;1.6;1.5;0.8;1.8;1.3;11;2;30.7;77.6;1;0.6;0.2
Bayern;Thomas Müller;FW;;FW;23;bis 26;186;74;21.38975604;normal;25(3);7.65;1.1;0.5;1.3;-;0.3;0.9;-;-;13;11;2.5;2;1.6;1.5;0.8;1.8;1.3;11;2;30.7;77.6;1;0.6;0.2
Bayern;Thomas Müller;AM;L;AM(L);23;bis 26;186;74;21.38975604;normal;25(3);7.65;1.1;0.5;1.3;-;0.3;0.9;-;-;13;11;2.5;2;1.6;1.5;0.8;1.8;1.3;11;2;30.7;77.6;1;0.6;0.2
Bayern;Thomas Müller;AM;R;AM(R);23;bis 26;186;74;21.38975604;normal;25(3);7.65;1.1;0.5;1.3;-;0.3;0.9;-;-;13;11;2.5;2;1.6;1.5;0.8;1.8;1.3;11;2;30.7;77.6;1;0.6;0.2
Hannover;Konstantin Rausch;M;C;M(C);23;bis 26;182;78;23.54788069;normal;25(5);6.83;1.4;2.5;0.7;0.2;1.2;1;0.1;-;3;3;0.6;0.6;1.1;0.9;0.1;1.2;0.7;3;0.6;30.2;76.8;0.5;1.7;-
Hannover;Konstantin Rausch;D;L;D(L);23;bis 26;182;78;23.54788069;normal;25(5);6.83;1.4;2.5;0.7;0.2;1.2;1;0.1;-;3;3;0.6;0.6;1.1;0.9;0.1;1.2;0.7;3;0.6;30.2;76.8;0.5;1.7;-
Hannover;Konstantin Rausch;M;L;M(L);23;bis 26;182;78;23.54788069;normal;25(5);6.83;1.4;2.5;0.7;0.2;1.2;1;0.1;-;3;3;0.6;0.6;1.1;0.9;0.1;1.2;0.7;3;0.6;30.2;76.8;0.5;1.7;-
Düsseldorf;Axel Bellinghausen;AM;L;AM(L);30;bis 30;182;76;22.94408888;normal;25(6);6.71;2.2;1.6;1.2;-;0.6;1.5;-;-;3;3;0.6;1;0.7;1.7;0.2;1.6;1;3;1;24.2;68.8;0.8;1.1;-
Wolfsburg;Jan Polak;DM;C;DM(C);32;bis 35;181;77;23.50355606;normal;26(1);6.97;2.6;2.7;2;-;1.5;2;0.1;-;1;2;0.5;0.5;0.8;1.7;-;1.4;0.8;2;0.5;42.7;85.6;0.1;4.6;0.2
Düsseldorf;Andreas Lambertz;M;C;M(C);28;bis 30;172;69;23.32341806;normal;26(2);6.95;4;2.8;1.9;-;1.1;3;0.1;1;1;4;1.3;0.6;0.9;2.1;0.1;1.3;1.2;4;0.6;35.1;71.6;0.1;2.6;0.1
Bremen;Aaron Hunt;AM;C;AM(C);26;bis 30;183;73;21.79820239;normal;26(2);7.29;1.8;0.9;0.8;-;0.5;1.5;0.1;-;11;3;2.9;2.1;1.8;2.7;0.2;2.6;1.1;3;2.1;42;79.7;1.5;2.9;0.3
Düsseldorf;Andreas Lambertz;M;C;M(C);28;bis 30;172;69;23.32341806;normal;26(2);6.95;4;2.8;1.9;-;1.1;3;0.1;1;1;4;1.3;0.6;0.9;2.1;0.1;1.3;1.2;4;0.6;35.1;71.6;0.1;2.6;0.1
Dortmund;Ilkay Gündogan;M;C;M(C);22;bis 26;180;79;24.38271605;normal;26(2);7.32;2.3;2.3;1.1;-;0.6;2;-;-;3;3;1.3;0.7;2.1;1.2;-;1.4;0.7;3;0.7;58.6;86.2;-;6.2;0.1
Düsseldorf;Andreas Lambertz;M;L;M(L);28;bis 30;172;69;23.32341806;normal;26(2);6.95;4;2.8;1.9;-;1.1;3;0.1;1;1;4;1.3;0.6;0.9;2.1;0.1;1.3;1.2;4;0.6;35.1;71.6;0.1;2.6;0.1
Bremen;Aaron Hunt;AM;L;AM(L);26;bis 30;183;73;21.79820239;normal;26(2);7.29;1.8;0.9;0.8;-;0.5;1.5;0.1;-;11;3;2.9;2.1;1.8;2.7;0.2;2.6;1.1;3;2.1;42;79.7;1.5;2.9;0.3
Düsseldorf;Andreas Lambertz;M;R;M(R);28;bis 30;172;69;23.32341806;normal;26(2);6.95;4;2.8;1.9;-;1.1;3;0.1;1;1;4;1.3;0.6;0.9;2.1;0.1;1.3;1.2;4;0.6;35.1;71.6;0.1;2.6;0.1
Freiburg;Cedrick Makiadi;M;C;M(C);29;bis 30;177;77;24.57786715;normal;26(3);7.14;2.3;2;1.9;-;1.9;1.2;0.1;1;3;2;1.1;0.7;1.9;2.8;0.3;1.8;0.8;2;0.7;36.2;80.9;-;3;-
Mainz;Adám Szalai;FW;;FW;25;bis 26;193;87;23.35633171;normal;26(3);6.93;0.9;0.3;1.7;-;0.4;0.5;0.1;1;13;3;2;0.8;1.2;2.1;1.5;3.4;2.1;3;0.8;18.3;65.8;0.1;0.3;0.3
Freiburg;Cedrick Makiadi;M;L;M(L);29;bis 30;177;77;24.57786715;normal;26(3);7.14;2.3;2;1.9;-;1.9;1.2;0.1;1;3;2;1.1;0.7;1.9;2.8;0.3;1.8;0.8;2;0.7;36.2;80.9;-;3;-
Leverkusen;Simon Rolfes;DM;C;DM(C);31;bis 35;191;83;22.75156931;normal;26(4);6.99;1.8;2;0.9;-;1.7;1.3;0.3;-;3;2;1.1;0.8;1;0.7;0.1;1;0.5;2;0.8;35.4;80.2;0.1;2.4;0.2
Mainz;Nicolai Müller;AM;L;AM(L);25;bis 26;173;66;22.05219018;normal;26(6);7.15;2.1;1.2;1.7;-;0.5;0.9;0.1;-;8;5;1.3;0.9;2.2;1.9;0.6;2.7;0.9;5;0.9;19.2;76.4;0.5;0.6;-
Mainz;Nicolai Müller;FW;;FW;25;bis 26;173;66;22.05219018;normal;26(6);7.15;2.1;1.2;1.7;-;0.5;0.9;0.1;-;8;5;1.3;0.9;2.2;1.9;0.6;2.7;0.9;5;0.9;19.2;76.4;0.5;0.6;-
Mainz;Nicolai Müller;AM;R;AM(R);25;bis 26;173;66;22.05219018;normal;26(6);7.15;2.1;1.2;1.7;-;0.5;0.9;0.1;-;8;5;1.3;0.9;2.2;1.9;0.6;2.7;0.9;5;0.9;19.2;76.4;0.5;0.6;-
Hamburg;Artjoms Rudnevs;FW;;FW;25;bis 26;183;81;24.18704649;normal;26(8);6.74;0.6;0.3;1.9;-;0.6;0.6;0.1;-;12;4;2.1;0.6;0.5;0.7;1.1;1.1;1.5;4;0.6;13.3;58.1;-;0.2;-
Nürnberg;Javier Pinola;D;C;D(C);30;bis 30;179;77;24.03170937;normal;27(1);7.06;3.2;2.9;1.6;0.2;2.8;1.3;0.2;-;-;1;0.8;0.7;0.7;1.5;-;0.4;0.6;1;0.7;34.7;74.9;0.5;2.2;-
Bayern;Bastian Schweinsteiger;M;C;M(C);28;bis 30;183;79;23.58983547;normal;27(1);7.6;2.8;1.3;1.6;-;0.6;1.4;0.2;-;7;3;1.5;0.9;1.2;2.1;0.3;1.6;0.8;3;0.9;74;87.9;0.4;9.3;0.3
Nürnberg;Javier Pinola;D;L;D(L);30;bis 30;179;77;24.03170937;normal;27(1);7.06;3.2;2.9;1.6;0.2;2.8;1.3;0.2;-;-;1;0.8;0.7;0.7;1.5;-;0.4;0.6;1;0.7;34.7;74.9;0.5;2.2;-
Freiburg;Daniel Caligiuri;AM;C;AM(C);25;bis 26;182;79;23.8497766;normal;27(2);7.53;3;1.4;1.9;-;0.9;1.4;0.1;-;5;2;2.5;1;3.4;3.2;0.2;3.1;1.8;2;1;31.5;72.6;0.3;0.7;-
Freiburg;Daniel Caligiuri;AM;C;AM(C);25;bis 26;182;79;23.8497766;normal;27(2);7.53;3;1.4;1.9;-;0.9;1.4;0.1;-;5;2;2.5;1;3.4;3.2;0.2;3.1;1.8;2;1;31.5;72.6;0.3;0.7;-
Freiburg;Daniel Caligiuri;AM;L;AM(L);25;bis 26;182;79;23.8497766;normal;27(2);7.53;3;1.4;1.9;-;0.9;1.4;0.1;-;5;2;2.5;1;3.4;3.2;0.2;3.1;1.8;2;1;31.5;72.6;0.3;0.7;-
Freiburg;Daniel Caligiuri;AM;R;AM(R);25;bis 26;182;79;23.8497766;normal;27(2);7.53;3;1.4;1.9;-;0.9;1.4;0.1;-;5;2;2.5;1;3.4;3.2;0.2;3.1;1.8;2;1;31.5;72.6;0.3;0.7;-
Dortmund;Marco Reus;AM;C;AM(C);24;bis 26;180;67;20.67901235;normal;27(5);7.56;1.7;1;1.3;-;0.5;0.9;0.1;-;14;9;2.7;1.8;1.4;2.1;0.6;2;1.3;9;1.8;30;76.9;1.6;0.8;0.2
Dortmund;Marco Reus;AM;C;AM(C);24;bis 26;180;67;20.67901235;normal;27(5);7.56;1.7;1;1.3;-;0.5;0.9;0.1;-;14;9;2.7;1.8;1.4;2.1;0.6;2;1.3;9;1.8;30;76.9;1.6;0.8;0.2
Stuttgart;Ibrahima Traoré;AM;L;AM(L);25;bis 26;170;61;21.10726644;normal;27(5);7.33;2.7;1.3;1;-;0.2;1.5;-;-;3;6;1.2;1.2;3.3;1.4;0.2;1.9;1;6;1.2;26.6;79.2;1.2;1.8;0.1
Dortmund;Marco Reus;FW;;FW;24;bis 26;180;67;20.67901235;normal;27(5);7.56;1.7;1;1.3;-;0.5;0.9;0.1;-;14;9;2.7;1.8;1.4;2.1;0.6;2;1.3;9;1.8;30;76.9;1.6;0.8;0.2
Dortmund;Marco Reus;AM;L;AM(L);24;bis 26;180;67;20.67901235;normal;27(5);7.56;1.7;1;1.3;-;0.5;0.9;0.1;-;14;9;2.7;1.8;1.4;2.1;0.6;2;1.3;9;1.8;30;76.9;1.6;0.8;0.2
Dortmund;Marco Reus;AM;R;AM(R);24;bis 26;180;67;20.67901235;normal;27(5);7.56;1.7;1;1.3;-;0.5;0.9;0.1;-;14;9;2.7;1.8;1.4;2.1;0.6;2;1.3;9;1.8;30;76.9;1.6;0.8;0.2
Bayern;Philipp Lahm;D;L;D(L);29;bis 30;170;66;22.83737024;normal;28(1);7.41;2;1.7;0.4;0.1;1.2;1.1;0.2;-;-;11;0.4;1.4;0.8;0.7;0.2;0.8;0.3;11;1.4;65.4;89.7;1;5.5;0.2
Dortmund;Lukasz Piszczek;D;R;D(R);28;bis 30;184;78;23.03875236;normal;28(1);7.23;2.2;1.6;0.4;0.4;2.3;1.3;0.3;-;2;8;0.9;1.4;0.4;0.9;0.1;0.9;0.8;8;1.4;45;79.8;0.9;2.3;-
Dortmund;Lukasz Piszczek;M;R;M(R);28;bis 30;184;78;23.03875236;normal;28(1);7.23;2.2;1.6;0.4;0.4;2.3;1.3;0.3;-;2;8;0.9;1.4;0.4;0.9;0.1;0.9;0.8;8;1.4;45;79.8;0.9;2.3;-
Bayern;Philipp Lahm;D;R;D(R);29;bis 30;170;66;22.83737024;normal;28(1);7.41;2;1.7;0.4;0.1;1.2;1.1;0.2;-;-;11;0.4;1.4;0.8;0.7;0.2;0.8;0.3;11;1.4;65.4;89.7;1;5.5;0.2
Bremen;Zlatko Junuzovic;M;C;M(C);25;bis 26;172;69;23.32341806;normal;28(2);7.02;2.9;3.1;2;-;0.6;1.9;0.2;-;3;2;0.9;1;0.8;2.4;0.1;1.3;0.8;2;1;43;78.9;0.3;2.4;0.1
Hannover;Sergio Pinto;DM;C;DM(C);32;bis 35;176;72;23.24380165;normal;28(2);6.84;2.7;2.7;1.6;0.1;1;2;0.1;-;2;1;1.5;0.7;0.6;1.6;-;0.9;0.5;1;0.7;44.2;80.6;0.2;4.5;-
Bremen;Zlatko Junuzovic;M;L;M(L);25;bis 26;172;69;23.32341806;normal;28(2);7.02;2.9;3.1;2;-;0.6;1.9;0.2;-;3;2;0.9;1;0.8;2.4;0.1;1.3;0.8;2;1;43;78.9;0.3;2.4;0.1
Wolfsburg;Ivica Olic;AM;L;AM(L);33;bis 35;182;85;25.66115203;overweight;28(4);6.88;1.4;0.7;2;0.1;0.5;1.1;-;-;9;6;1.6;0.8;1.4;0.9;1;2.5;1.3;6;0.8;18.4;71.6;0.5;0.3;-
Wolfsburg;Ivica Olic;FW;;FW;33;bis 35;182;85;25.66115203;overweight;28(4);6.88;1.4;0.7;2;0.1;0.5;1.1;-;-;9;6;1.6;0.8;1.4;0.9;1;2.5;1.3;6;0.8;18.4;71.6;0.5;0.3;-
Düsseldorf;Robbie Kruse;AM;C;AM(C);24;bis 26;179;70;21.84700852;normal;29(1);6.95;1.8;0.9;1.5;-;0.2;1.2;0.1;-;4;7;1.2;1.1;1.8;3.5;0.6;2.6;1.7;7;1.1;22.5;77.9;0.7;1;0.1
Augsburg;Tobias Werner;AM;L;AM(L);28;bis 30;177;67;21.38593635;normal;29(1);6.85;1.5;1.3;1.3;-;0.4;1.2;-;-;5;5;2;1.5;0.5;1.4;0.6;1.6;0.8;5;1.5;20.3;63.8;1.5;1;0.1
Stuttgart;Martin Harnik;AM;R;AM(R);26;bis 30;185;75;21.9138057;normal;29(1);6.95;2.4;1.1;1.8;0.1;0.9;1.7;-;-;5;4;2.1;0.8;1.2;1.7;1;1.3;1.9;4;0.8;23.5;66.2;0.3;1.1;0.1
Freiburg;Fallou Diagne;D;C;D(C);23;bis 26;185;75;21.9138057;normal;29(1);7.05;1.5;2.6;1;1;5.6;0.5;0.4;-;1;1;0.3;0.2;0.9;0.6;0.1;0.7;0.5;1;0.2;42.1;80.2;-;5;-
Augsburg;Ragnar Klavan;D;C;D(C);27;bis 30;186;78;22.54595907;normal;29(1);6.92;2.1;2;1.6;0.6;5.3;0.5;0.3;-;-;-;0.3;0.2;0.8;0.3;-;0.2;0.2;-;0.2;39.8;82.5;-;6.5;-
Nürnberg;Timothy Chandler;D;R;D(R);23;bis 26;186;81;23.41311134;normal;29(1);6.92;2.1;2.3;1.2;0.3;2.3;0.5;0.2;-;1;3;0.4;0.5;1.1;1.1;0.1;1;0.6;3;0.5;31.2;70.2;0.8;1.6;-
Düsseldorf;Robbie Kruse;FW;;FW;24;bis 26;179;70;21.84700852;normal;29(1);6.95;1.8;0.9;1.5;-;0.2;1.2;0.1;-;4;7;1.2;1.1;1.8;3.5;0.6;2.6;1.7;7;1.1;22.5;77.9;0.7;1;0.1
Nürnberg;Timothy Chandler;M;R;M(R);23;bis 26;186;81;23.41311134;normal;29(1);6.92;2.1;2.3;1.2;0.3;2.3;0.5;0.2;-;1;3;0.4;0.5;1.1;1.1;0.1;1;0.6;3;0.5;31.2;70.2;0.8;1.6;-
Düsseldorf;Robbie Kruse;AM;R;AM(R);24;bis 26;179;70;21.84700852;normal;29(1);6.95;1.8;0.9;1.5;-;0.2;1.2;0.1;-;4;7;1.2;1.1;1.8;3.5;0.6;2.6;1.7;7;1.1;22.5;77.9;0.7;1;0.1
Leverkusen;Gonzalo Castro;M;C;M(C);26;bis 30;171;74;25.30693205;overweight;29(2);7.44;1.2;1.1;1.2;-;0.6;1.1;0.3;-;6;7;2;2.6;1.5;1;0.1;1.4;0.8;7;2.6;41.2;77.1;2.6;2.9;0.1
Mainz;Andreas Ivanschitz;AM;C;AM(C);29;bis 30;184;82;24.22022684;normal;29(2);6.81;0.6;0.5;1.6;-;0.3;1;0.1;-;7;5;2.2;1.5;0.9;1.2;0.1;1.5;1.2;5;1.5;23.2;76.5;1.1;1.1;0.1
Leverkusen;Gonzalo Castro;D;L;D(L);26;bis 30;171;74;25.30693205;overweight;29(2);7.44;1.2;1.1;1.2;-;0.6;1.1;0.3;-;6;7;2;2.6;1.5;1;0.1;1.4;0.8;7;2.6;41.2;77.1;2.6;2.9;0.1
Leverkusen;Gonzalo Castro;M;C;M(C);26;bis 30;171;74;25.30693205;overweight;29(2);7.44;1.2;1.1;1.2;-;0.6;1.1;0.3;-;6;7;2;2.6;1.5;1;0.1;1.4;0.8;7;2.6;41.2;77.1;2.6;2.9;0.1
Dortmund;Robert Lewandowski;AM;C;AM(C);24;bis 26;184;78;23.03875236;normal;29(2);7.67;0.4;0.3;1.8;-;0.3;0.2;0.1;-;24;5;3.2;1.1;1.6;2.1;0.9;2.7;2.7;5;1.1;23.2;72;0.2;0.5;0.3
Mainz;Andreas Ivanschitz;FW;;FW;29;bis 30;184;82;24.22022684;normal;29(2);6.81;0.6;0.5;1.6;-;0.3;1;0.1;-;7;5;2.2;1.5;0.9;1.2;0.1;1.5;1.2;5;1.5;23.2;76.5;1.1;1.1;0.1
Dortmund;Robert Lewandowski;FW;;FW;24;bis 26;184;78;23.03875236;normal;29(2);7.67;0.4;0.3;1.8;-;0.3;0.2;0.1;-;24;5;3.2;1.1;1.6;2.1;0.9;2.7;2.7;5;1.1;23.2;72;0.2;0.5;0.3
Leverkusen;Gonzalo Castro;M;L;M(L);26;bis 30;171;74;25.30693205;overweight;29(2);7.44;1.2;1.1;1.2;-;0.6;1.1;0.3;-;6;7;2;2.6;1.5;1;0.1;1.4;0.8;7;2.6;41.2;77.1;2.6;2.9;0.1
Mainz;Andreas Ivanschitz;AM;L;AM(L);29;bis 30;184;82;24.22022684;normal;29(2);6.81;0.6;0.5;1.6;-;0.3;1;0.1;-;7;5;2.2;1.5;0.9;1.2;0.1;1.5;1.2;5;1.5;23.2;76.5;1.1;1.1;0.1
Leverkusen;Gonzalo Castro;D;R;D(R);26;bis 30;171;74;25.30693205;overweight;29(2);7.44;1.2;1.1;1.2;-;0.6;1.1;0.3;-;6;7;2;2.6;1.5;1;0.1;1.4;0.8;7;2.6;41.2;77.1;2.6;2.9;0.1
Leverkusen;Gonzalo Castro;M;R;M(R);26;bis 30;171;74;25.30693205;overweight;29(2);7.44;1.2;1.1;1.2;-;0.6;1.1;0.3;-;6;7;2;2.6;1.5;1;0.1;1.4;0.8;7;2.6;41.2;77.1;2.6;2.9;0.1
Hoffenheim;Roberto Firmino;AM;C;AM(C);21;bis 26;180;76;23.45679012;normal;29(4);7.2;2.9;1.1;1.8;-;0.2;1.7;0.1;-;5;2;2;1.2;3.1;1.3;0.2;2.4;1.4;2;1.2;32.4;72.4;0.3;1.2;0.2
Hoffenheim;Roberto Firmino;AM;C;AM(C);21;bis 26;180;76;23.45679012;normal;29(4);7.2;2.9;1.1;1.8;-;0.2;1.7;0.1;-;5;2;2;1.2;3.1;1.3;0.2;2.4;1.4;2;1.2;32.4;72.4;0.3;1.2;0.2
Hoffenheim;Roberto Firmino;FW;;FW;21;bis 26;180;76;23.45679012;normal;29(4);7.2;2.9;1.1;1.8;-;0.2;1.7;0.1;-;5;2;2;1.2;3.1;1.3;0.2;2.4;1.4;2;1.2;32.4;72.4;0.3;1.2;0.2
Hoffenheim;Roberto Firmino;AM;L;AM(L);21;bis 26;180;76;23.45679012;normal;29(4);7.2;2.9;1.1;1.8;-;0.2;1.7;0.1;-;5;2;2;1.2;3.1;1.3;0.2;2.4;1.4;2;1.2;32.4;72.4;0.3;1.2;0.2
Hoffenheim;Roberto Firmino;AM;R;AM(R);21;bis 26;180;76;23.45679012;normal;29(4);7.2;2.9;1.1;1.8;-;0.2;1.7;0.1;-;5;2;2;1.2;3.1;1.3;0.2;2.4;1.4;2;1.2;32.4;72.4;0.3;1.2;0.2
Stuttgart;Tim Hoogland;M;C;M(C);28;bis 30;183;81;24.18704649;normal;3(1);6.49;1.8;0.8;0.5;0.3;2;1.3;-;-;-;-;-;0.5;0.8;0.8;0.3;0.5;0.8;-;0.5;24.8;69.7;0.3;1;-
Bremen;Mateo Pavlovic;D;;D;23;bis 26;196;90;23.42773844;normal;3(1);7;2;2;1.8;2;5.5;1.8;0.8;-;-;-;0.8;0.3;-;0.5;-;-;0.3;-;0.3;38.8;79.4;-;3.5;-
Hoffenheim;Stefan Thesker;D;;D;22;bis 26;190;84;23.26869806;normal;3(1);6.5;1.8;1.3;0.8;-;2.3;0.5;0.3;-;-;-;-;0.5;0.5;0.8;-;0.3;1.3;-;0.5;36.3;71.7;0.5;1.8;-
Hannover;Felipe;D;C;D(C);26;bis 30;193;90;24.16172246;normal;3(1);6.57;1.8;2;1;0.5;4.3;0.5;0.3;-;1;-;0.3;0.3;-;0.8;-;-;0.3;-;0.3;22.3;80.9;-;1.3;-
Stuttgart;Tim Hoogland;D;R;D(R);28;bis 30;183;81;24.18704649;normal;3(1);6.49;1.8;0.8;0.5;0.3;2;1.3;-;-;-;-;-;0.5;0.8;0.8;0.3;0.5;0.8;-;0.5;24.8;69.7;0.3;1;-
Nürnberg;Patrick Rakovsky;GK;;GK;20;bis 20;187;85;24.30724356;normal;3(1);6.8;-;-;-;-;0.5;0.3;-;-;-;-;-;-;-;-;-;-;-;-;-;17.5;71.4;-;6.3;-
Stuttgart;Tim Hoogland;M;R;M(R);28;bis 30;183;81;24.18704649;normal;3(1);6.49;1.8;0.8;0.5;0.3;2;1.3;-;-;-;-;-;0.5;0.8;0.8;0.3;0.5;0.8;-;0.5;24.8;69.7;0.3;1;-
Gladbach;Peniel Kokou Mlapa;AM;R;AM(R);22;bis 26;193;89;23.89325888;normal;3(17);6.31;0.4;0.1;0.4;-;0.3;0.2;-;-;2;-;0.7;0.5;0.4;0.5;0.2;0.5;0.7;-;0.5;7.1;73.9;0.1;0.1;0.1
Gladbach;Peniel Kokou Mlapa;FW;;FW;22;bis 26;193;89;23.89325888;normal;3(17);6.31;0.4;0.1;0.4;-;0.3;0.2;-;-;2;-;0.7;0.5;0.4;0.5;0.2;0.5;0.7;-;0.5;7.1;73.9;0.1;0.1;0.1
Fürth;Ilir Azemi;FW;;FW;21;bis 26;191;91;24.94449165;normal;3(18);6.2;0.3;-;1.4;-;0.3;0.5;-;-;1;1;0.9;0.2;0.6;0.7;0.6;1.1;0.6;1;0.2;8.1;72.4;-;0.3;-
Bremen;Joseph Akpala;FW;;FW;26;bis 30;184;81;23.92485822;normal;3(18);6.14;0.3;-;0.7;-;0.1;0.1;-;-;1;1;0.3;0.2;0.1;0.5;0.1;0.7;0.4;1;0.2;5.5;73;-;0.1;-
Stuttgart;Cacau;FW;;FW;32;bis 35;179;74;23.09540901;normal;3(2);6.56;1;-;2.4;-;0.4;0.4;-;-;1;-;1.6;0.8;1.4;1;0.4;2.4;1.8;-;0.8;21.2;72.6;-;1.2;0.2
Fürth;Robert Zillner;M;;M;27;bis 30;183;74;22.09680791;normal;3(3);6.34;1.7;0.7;1;-;0.3;1.3;0.2;-;-;1;0.2;0.7;0.3;0.8;-;0.5;0.7;1;0.7;17.5;72.4;-;0.8;0.2
Freiburg;Christian Günter;D;;D;20;bis 20;184;81;23.92485822;normal;3(4);6.13;1;0.7;0.7;0.1;2;0.7;-;-;-;-;0.4;0.6;0.9;0.6;-;0.7;0.6;-;0.6;18.1;81.1;0.1;0.3;-
Düsseldorf;Ronny Garbuschewski;M;;M;27;bis 30;178;75;23.67125363;normal;3(4);6.36;0.7;0.7;0.9;-;-;0.3;-;-;-;1;1;0.9;0.3;0.1;0.1;0.7;0.4;1;0.9;11.9;67.5;1;0.3;-
Fürth;Thomas Pledl;M;;M;19;bis 20;174;65;21.46915048;normal;3(4);6.38;1.3;0.6;0.6;-;-;1.4;-;-;-;2;0.6;0.7;0.6;0.3;-;1;0.9;2;0.7;12.9;67.8;-;0.4;0.3
Bremen;Özkan Yildirim;M;;M;20;bis 20;172;76;25.68956193;overweight;3(5);6.38;0.8;0.9;1;-;0.1;0.3;-;-;-;1;0.5;0.5;1.3;0.6;-;1.6;1.1;1;0.5;13.5;72.2;0.1;0.3;-
Nürnberg;Almog Cohen;DM;C;DM(C);24;bis 26;169;68;23.80869017;normal;3(6);6.47;1.6;1.2;0.8;-;0.7;0.7;0.2;-;-;1;0.7;0.7;0.3;0.9;-;0.6;0.1;1;0.7;21;82.5;-;2.8;0.1
Augsburg;Stephan Hain;FW;;FW;24;bis 26;178;72;22.72440348;normal;3(9);6.33;0.8;0.3;1.1;-;0.2;0.7;-;-;1;-;0.6;0.3;0.6;1.3;0.4;0.8;0.8;-;0.3;5.5;72.7;0.1;0.3;-
